13E,12,32,25,9,351,46,84,34,8,234,13
320,0,0,0,0,0,0,0,0,0,1,0
253,5,3,1,10,342,8,52,3,4,408,5
124,8,10,9,11,289,9,140,14,1,218,8
227C,1,2,2,4,26,1,10,1,0,95,0
379,0,0,0,0,5,0,2,1,0,2,0
306,1,2,0,4,139,3,13,2,0,214,0
156A,11,28,21,12,592,63,239,42,13,247,11
87,21,18,9,41,719,37,103,43,9,315,16
235,64,64,56,42,2472,151,288,66,22,1709,53
94,2,5,0,6,97,2,29,8,2,243,1
142,15,14,13,17,369,30,187,23,13,690,5
11G,93,221,286,56,2969,406,710,279,123,2523,80
212,0,1,0,3,48,0,3,0,1,39,0
373,36,34,24,69,1249,59,489,61,23,600,23
205,18,10,7,26,810,29,82,51,6,401,8
53A,0,0,0,0,4,1,7,1,0,0,0
12B,257,540,748,105,7788,984,1423,346,105,2563,194
112,59,87,124,115,3496,169,868,174,47,2485,58
316,361,539,597,272,12456,1233,2930,690,539,9116,365
353,0,0,0,0,0,0,0,0,0,0,0
171,3,0,0,5,27,4,12,5,2,19,1
178A,8,4,2,8,89,3,62,5,0,97,2
326B,21,46,54,8,649,57,108,26,4,384,4
92,1,7,1,3,150,6,17,4,1,58,1
196,0,0,0,0,0,0,0,0,0,0,0
138B,0,0,0,1,5,1,8,1,2,42,0
113,3,9,4,10,140,12,44,4,3,303,2
89,567,535,1003,1006,22698,1540,7403,1233,374,11541,503
249,6,7,5,11,457,8,60,5,7,265,5
116A,0,2,0,1,66,0,8,0,1,17,0
361,11,7,8,23,304,21,138,14,4,532,5
29A,2,0,0,2,47,0,8,2,2,165,0
294A,1,1,1,3,52,2,2,2,1,69,1
270,31,35,31,31,932,187,588,72,13,1422,26
8,6,8,5,1,133,17,41,13,1,179,3
202,0,0,0,1,75,1,5,1,0,153,0
10K,58,142,119,42,1561,216,422,126,44,1096,45
360,1,0,1,1,28,0,4,0,1,61,0
107,14,25,10,18,471,19,73,17,6,709,6
243,136,270,202,143,5509,466,1505,283,80,3475,98
9,57,144,281,18,2293,253,455,90,31,345,28
148,79,86,103,71,2866,443,1134,229,57,1574,138
156E,0,7,6,2,72,2,19,2,0,50,2
15,0,0,0,0,0,0,0,0,0,0,0
390,1,3,0,10,175,8,36,1,2,121,2
11C,162,312,464,59,4905,624,965,247,64,1956,113
5,121,292,373,62,4116,593,797,238,77,2054,92
177,23,22,8,19,652,19,191,30,9,756,8
139A,1,0,0,0,2,0,7,0,0,34,0
198,6,16,17,12,242,15,60,11,5,325,6
105,6,3,1,12,336,7,57,12,3,240,7
296,20,14,10,15,603,19,32,26,3,628,10
360B,0,2,1,1,19,3,3,2,1,18,0
11E,165,344,423,95,4841,762,1087,269,73,2604,136
309,9,4,3,8,303,9,17,4,3,703,4
140A,0,0,0,0,8,0,2,0,0,38,0
378,77,46,51,78,2587,95,659,87,24,1096,37
129,20,27,26,71,1156,52,252,57,15,679,25
135,0,0,3,4,45,3,24,3,0,155,1
401,3,1,1,3,52,2,4,3,0,83,1
14D,68,103,406,4,3155,184,324,76,14,295,18
264A,1,2,6,7,29,2,26,0,0,54,0
106,83,83,118,129,3111,194,557,124,39,2007,66
280,53,30,30,50,1672,68,282,73,19,1497,16
308,11,18,15,14,975,25,84,24,7,914,13
347,0,0,0,2,64,1,1,2,0,110,0
160A,3,3,1,3,112,6,8,2,0,54,1
161,55,45,20,67,2216,78,319,89,27,1165,35
283,11,11,10,12,296,15,269,13,7,532,5
244A,2,4,1,0,114,2,1,0,0,50,2
220,27,31,34,46,2009,59,460,38,29,1579,31
10F,135,404,466,44,4111,589,937,260,64,1834,80
35,123,287,186,83,3109,445,656,222,69,2876,93
237A,4,11,9,9,214,15,74,4,4,370,4
16B,0,0,0,0,1,0,2,0,0,1,0
360A,0,1,0,2,45,0,4,0,0,112,0
60,12,29,16,27,1226,25,176,33,6,607,8
